x"0000", x"0064", x"00C9", x"012D", x"0192", x"01F6", x"025B", x"02BF"
x"955C", x"9594", x"95CC", x"9604", x"963C", x"9675", x"96AE", x"96E7"
x"9594", x"95CC", x"9604", x"963C", x"9675", x"96AE", x"96E7", x"9721"
x"95CC", x"9604", x"963C", x"9675", x"96AE", x"96E7", x"9721", x"975B"
x"9604", x"963C", x"9675", x"96AE", x"96E7", x"9721", x"975B", x"9795"
x"963C", x"9675", x"96AE", x"96E7", x"9721", x"975B", x"9795", x"97CF"
x"9675", x"96AE", x"96E7", x"9721", x"975B", x"9795", x"97CF", x"9809"
x"96AE", x"96E7", x"9721", x"975B", x"9795", x"97CF", x"9809", x"9844"
x"96E7", x"9721", x"975B", x"9795", x"97CF", x"9809", x"9844", x"987F"
x"9721", x"975B", x"9795", x"97CF", x"9809", x"9844", x"987F", x"98BB"
x"975B", x"9795", x"97CF", x"9809", x"9844", x"987F", x"98BB", x"98F6"
x"9795", x"97CF", x"9809", x"9844", x"987F", x"98BB", x"98F6", x"9932"
x"97CF", x"9809", x"9844", x"987F", x"98BB", x"98F6", x"9932", x"996E"
x"9809", x"9844", x"987F", x"98BB", x"98F6", x"9932", x"996E", x"99AA"
x"9844", x"987F", x"98BB", x"98F6", x"9932", x"996E", x"99AA", x"99E7"
x"987F", x"98BB", x"98F6", x"9932", x"996E", x"99AA", x"99E7", x"9A23"
x"98BB", x"98F6", x"9932", x"996E", x"99AA", x"99E7", x"9A23", x"9A60"
x"98F6", x"9932", x"996E", x"99AA", x"99E7", x"9A23", x"9A60", x"9A9E"
x"9932", x"996E", x"99AA", x"99E7", x"9A23", x"9A60", x"9A9E", x"9ADB"
x"996E", x"99AA", x"99E7", x"9A23", x"9A60", x"9A9E", x"9ADB", x"9B19"
x"99AA", x"99E7", x"9A23", x"9A60", x"9A9E", x"9ADB", x"9B19", x"9B57"
x"99E7", x"9A23", x"9A60", x"9A9E", x"9ADB", x"9B19", x"9B57", x"9B95"
x"9A23", x"9A60", x"9A9E", x"9ADB", x"9B19", x"9B57", x"9B95", x"9BD3"
x"9A60", x"9A9E", x"9ADB", x"9B19", x"9B57", x"9B95", x"9BD3", x"9C12"
x"9A9E", x"9ADB", x"9B19", x"9B57", x"9B95", x"9BD3", x"9C12", x"9C51"
x"9ADB", x"9B19", x"9B57", x"9B95", x"9BD3", x"9C12", x"9C51", x"9C90"
x"9B19", x"9B57", x"9B95", x"9BD3", x"9C12", x"9C51", x"9C90", x"9CD0"
x"9B57", x"9B95", x"9BD3", x"9C12", x"9C51", x"9C90", x"9CD0", x"9D0F"
x"9B95", x"9BD3", x"9C12", x"9C51", x"9C90", x"9CD0", x"9D0F", x"9D4F"
x"9BD3", x"9C12", x"9C51", x"9C90", x"9CD0", x"9D0F", x"9D4F", x"9D8F"
x"9C12", x"9C51", x"9C90", x"9CD0", x"9D0F", x"9D4F", x"9D8F", x"9DD0"
x"9C51", x"9C90", x"9CD0", x"9D0F", x"9D4F", x"9D8F", x"9DD0", x"9E10"
x"9C90", x"9CD0", x"9D0F", x"9D4F", x"9D8F", x"9DD0", x"9E10", x"9E51"
x"9CD0", x"9D0F", x"9D4F", x"9D8F", x"9DD0", x"9E10", x"9E51", x"9E92"
x"9D0F", x"9D4F", x"9D8F", x"9DD0", x"9E10", x"9E51", x"9E92", x"9ED3"
x"9D4F", x"9D8F", x"9DD0", x"9E10", x"9E51", x"9E92", x"9ED3", x"9F15"
x"9D8F", x"9DD0", x"9E10", x"9E51", x"9E92", x"9ED3", x"9F15", x"9F57"
x"9DD0", x"9E10", x"9E51", x"9E92", x"9ED3", x"9F15", x"9F57", x"9F99"
x"9E10", x"9E51", x"9E92", x"9ED3", x"9F15", x"9F57", x"9F99", x"9FDB"
x"9E51", x"9E92", x"9ED3", x"9F15", x"9F57", x"9F99", x"9FDB", x"A01E"
x"9E92", x"9ED3", x"9F15", x"9F57", x"9F99", x"9FDB", x"A01E", x"A060"
x"9ED3", x"9F15", x"9F57", x"9F99", x"9FDB", x"A01E", x"A060", x"A0A3"
x"9F15", x"9F57", x"9F99", x"9FDB", x"A01E", x"A060", x"A0A3", x"A0E6"
x"9F57", x"9F99", x"9FDB", x"A01E", x"A060", x"A0A3", x"A0E6", x"A12A"
x"9F99", x"9FDB", x"A01E", x"A060", x"A0A3", x"A0E6", x"A12A", x"A16D"
x"9FDB", x"A01E", x"A060", x"A0A3", x"A0E6", x"A12A", x"A16D", x"A1B1"
x"A01E", x"A060", x"A0A3", x"A0E6", x"A12A", x"A16D", x"A1B1", x"A1F5"
x"A060", x"A0A3", x"A0E6", x"A12A", x"A16D", x"A1B1", x"A1F5", x"A23A"
x"A0A3", x"A0E6", x"A12A", x"A16D", x"A1B1", x"A1F5", x"A23A", x"A27E"
x"A0E6", x"A12A", x"A16D", x"A1B1", x"A1F5", x"A23A", x"A27E", x"A2C3"
x"A12A", x"A16D", x"A1B1", x"A1F5", x"A23A", x"A27E", x"A2C3", x"A308"
x"A16D", x"A1B1", x"A1F5", x"A23A", x"A27E", x"A2C3", x"A308", x"A34D"
x"A1B1", x"A1F5", x"A23A", x"A27E", x"A2C3", x"A308", x"A34D", x"A393"
x"A1F5", x"A23A", x"A27E", x"A2C3", x"A308", x"A34D", x"A393", x"A3D8"
x"A23A", x"A27E", x"A2C3", x"A308", x"A34D", x"A393", x"A3D8", x"A41E"
x"A27E", x"A2C3", x"A308", x"A34D", x"A393", x"A3D8", x"A41E", x"A464"
x"A2C3", x"A308", x"A34D", x"A393", x"A3D8", x"A41E", x"A464", x"A4AA"
x"A308", x"A34D", x"A393", x"A3D8", x"A41E", x"A464", x"A4AA", x"A4F1"
x"A34D", x"A393", x"A3D8", x"A41E", x"A464", x"A4AA", x"A4F1", x"A538"
x"A393", x"A3D8", x"A41E", x"A464", x"A4AA", x"A4F1", x"A538", x"A57F"
x"A3D8", x"A41E", x"A464", x"A4AA", x"A4F1", x"A538", x"A57F", x"A5C6"
x"A41E", x"A464", x"A4AA", x"A4F1", x"A538", x"A57F", x"A5C6", x"A60D"
x"A464", x"A4AA", x"A4F1", x"A538", x"A57F", x"A5C6", x"A60D", x"A655"
x"A4AA", x"A4F1", x"A538", x"A57F", x"A5C6", x"A60D", x"A655", x"A69D"
x"A4F1", x"A538", x"A57F", x"A5C6", x"A60D", x"A655", x"A69D", x"A6E5"
x"A538", x"A57F", x"A5C6", x"A60D", x"A655", x"A69D", x"A6E5", x"A72D"
x"A57F", x"A5C6", x"A60D", x"A655", x"A69D", x"A6E5", x"A72D", x"A776"
x"A5C6", x"A60D", x"A655", x"A69D", x"A6E5", x"A72D", x"A776", x"A7BE"
x"A60D", x"A655", x"A69D", x"A6E5", x"A72D", x"A776", x"A7BE", x"A807"
x"A655", x"A69D", x"A6E5", x"A72D", x"A776", x"A7BE", x"A807", x"A850"
x"A69D", x"A6E5", x"A72D", x"A776", x"A7BE", x"A807", x"A850", x"A89A"
x"A6E5", x"A72D", x"A776", x"A7BE", x"A807", x"A850", x"A89A", x"A8E3"
x"A72D", x"A776", x"A7BE", x"A807", x"A850", x"A89A", x"A8E3", x"A92D"
x"A776", x"A7BE", x"A807", x"A850", x"A89A", x"A8E3", x"A92D", x"A977"
x"A7BE", x"A807", x"A850", x"A89A", x"A8E3", x"A92D", x"A977", x"A9C1"
x"A807", x"A850", x"A89A", x"A8E3", x"A92D", x"A977", x"A9C1", x"AA0C"
x"A850", x"A89A", x"A8E3", x"A92D", x"A977", x"A9C1", x"AA0C", x"AA56"
x"A89A", x"A8E3", x"A92D", x"A977", x"A9C1", x"AA0C", x"AA56", x"AAA1"
x"A8E3", x"A92D", x"A977", x"A9C1", x"AA0C", x"AA56", x"AAA1", x"AAEC"
x"A92D", x"A977", x"A9C1", x"AA0C", x"AA56", x"AAA1", x"AAEC", x"AB37"
x"A977", x"A9C1", x"AA0C", x"AA56", x"AAA1", x"AAEC", x"AB37", x"AB83"
x"A9C1", x"AA0C", x"AA56", x"AAA1", x"AAEC", x"AB37", x"AB83", x"ABCE"
x"AA0C", x"AA56", x"AAA1", x"AAEC", x"AB37", x"AB83", x"ABCE", x"AC1A"
x"AA56", x"AAA1", x"AAEC", x"AB37", x"AB83", x"ABCE", x"AC1A", x"AC66"
x"AAA1", x"AAEC", x"AB37", x"AB83", x"ABCE", x"AC1A", x"AC66", x"ACB2"
x"AAEC", x"AB37", x"AB83", x"ABCE", x"AC1A", x"AC66", x"ACB2", x"ACFF"
x"AB37", x"AB83", x"ABCE", x"AC1A", x"AC66", x"ACB2", x"ACFF", x"AD4B"
x"AB83", x"ABCE", x"AC1A", x"AC66", x"ACB2", x"ACFF", x"AD4B", x"AD98"
x"ABCE", x"AC1A", x"AC66", x"ACB2", x"ACFF", x"AD4B", x"AD98", x"ADE5"
x"AC1A", x"AC66", x"ACB2", x"ACFF", x"AD4B", x"AD98", x"ADE5", x"AE32"
x"AC66", x"ACB2", x"ACFF", x"AD4B", x"AD98", x"ADE5", x"AE32", x"AE80"
x"ACB2", x"ACFF", x"AD4B", x"AD98", x"ADE5", x"AE32", x"AE80", x"AECD"
x"ACFF", x"AD4B", x"AD98", x"ADE5", x"AE32", x"AE80", x"AECD", x"AF1B"
x"AD4B", x"AD98", x"ADE5", x"AE32", x"AE80", x"AECD", x"AF1B", x"AF69"
x"AD98", x"ADE5", x"AE32", x"AE80", x"AECD", x"AF1B", x"AF69", x"AFB7"
x"ADE5", x"AE32", x"AE80", x"AECD", x"AF1B", x"AF69", x"AFB7", x"B006"
x"AE32", x"AE80", x"AECD", x"AF1B", x"AF69", x"AFB7", x"B006", x"B054"
x"AE80", x"AECD", x"AF1B", x"AF69", x"AFB7", x"B006", x"B054", x"B0A3"
x"AECD", x"AF1B", x"AF69", x"AFB7", x"B006", x"B054", x"B0A3", x"B0F2"
x"AF1B", x"AF69", x"AFB7", x"B006", x"B054", x"B0A3", x"B0F2", x"B141"
x"AF69", x"AFB7", x"B006", x"B054", x"B0A3", x"B0F2", x"B141", x"B191"
x"AFB7", x"B006", x"B054", x"B0A3", x"B0F2", x"B141", x"B191", x"B1E0"
x"B006", x"B054", x"B0A3", x"B0F2", x"B141", x"B191", x"B1E0", x"B230"
x"B054", x"B0A3", x"B0F2", x"B141", x"B191", x"B1E0", x"B230", x"B280"
x"B0A3", x"B0F2", x"B141", x"B191", x"B1E0", x"B230", x"B280", x"B2D0"
x"B0F2", x"B141", x"B191", x"B1E0", x"B230", x"B280", x"B2D0", x"B320"
x"B141", x"B191", x"B1E0", x"B230", x"B280", x"B2D0", x"B320", x"B371"
x"B191", x"B1E0", x"B230", x"B280", x"B2D0", x"B320", x"B371", x"B3C1"
x"B1E0", x"B230", x"B280", x"B2D0", x"B320", x"B371", x"B3C1", x"B412"
x"B230", x"B280", x"B2D0", x"B320", x"B371", x"B3C1", x"B412", x"B463"
x"B280", x"B2D0", x"B320", x"B371", x"B3C1", x"B412", x"B463", x"B4B4"
x"B2D0", x"B320", x"B371", x"B3C1", x"B412", x"B463", x"B4B4", x"B506"
x"B320", x"B371", x"B3C1", x"B412", x"B463", x"B4B4", x"B506", x"B557"
x"B371", x"B3C1", x"B412", x"B463", x"B4B4", x"B506", x"B557", x"B5A9"
x"B3C1", x"B412", x"B463", x"B4B4", x"B506", x"B557", x"B5A9", x"B5FB"
x"B412", x"B463", x"B4B4", x"B506", x"B557", x"B5A9", x"B5FB", x"B64D"
x"B463", x"B4B4", x"B506", x"B557", x"B5A9", x"B5FB", x"B64D", x"B69F"
x"B4B4", x"B506", x"B557", x"B5A9", x"B5FB", x"B64D", x"B69F", x"B6F2"
x"B506", x"B557", x"B5A9", x"B5FB", x"B64D", x"B69F", x"B6F2", x"B744"
x"B557", x"B5A9", x"B5FB", x"B64D", x"B69F", x"B6F2", x"B744", x"B797"
x"B5A9", x"B5FB", x"B64D", x"B69F", x"B6F2", x"B744", x"B797", x"B7EA"
x"B5FB", x"B64D", x"B69F", x"B6F2", x"B744", x"B797", x"B7EA", x"B83D"
x"B64D", x"B69F", x"B6F2", x"B744", x"B797", x"B7EA", x"B83D", x"B891"
x"B69F", x"B6F2", x"B744", x"B797", x"B7EA", x"B83D", x"B891", x"B8E4"
x"B6F2", x"B744", x"B797", x"B7EA", x"B83D", x"B891", x"B8E4", x"B938"
x"B744", x"B797", x"B7EA", x"B83D", x"B891", x"B8E4", x"B938", x"B98C"
x"B797", x"B7EA", x"B83D", x"B891", x"B8E4", x"B938", x"B98C", x"B9E0"
x"B7EA", x"B83D", x"B891", x"B8E4", x"B938", x"B98C", x"B9E0", x"BA34"
x"B83D", x"B891", x"B8E4", x"B938", x"B98C", x"B9E0", x"BA34", x"BA88"
x"B891", x"B8E4", x"B938", x"B98C", x"B9E0", x"BA34", x"BA88", x"BADD"
x"B8E4", x"B938", x"B98C", x"B9E0", x"BA34", x"BA88", x"BADD", x"BB31"
x"B938", x"B98C", x"B9E0", x"BA34", x"BA88", x"BADD", x"BB31", x"BB86"
x"B98C", x"B9E0", x"BA34", x"BA88", x"BADD", x"BB31", x"BB86", x"BBDB"
x"B9E0", x"BA34", x"BA88", x"BADD", x"BB31", x"BB86", x"BBDB", x"BC30"
x"BA34", x"BA88", x"BADD", x"BB31", x"BB86", x"BBDB", x"BC30", x"BC86"
x"BA88", x"BADD", x"BB31", x"BB86", x"BBDB", x"BC30", x"BC86", x"BCDB"
x"BADD", x"BB31", x"BB86", x"BBDB", x"BC30", x"BC86", x"BCDB", x"BD31"
x"BB31", x"BB86", x"BBDB", x"BC30", x"BC86", x"BCDB", x"BD31", x"BD87"
x"BB86", x"BBDB", x"BC30", x"BC86", x"BCDB", x"BD31", x"BD87", x"BDDD"
x"BBDB", x"BC30", x"BC86", x"BCDB", x"BD31", x"BD87", x"BDDD", x"BE33"
x"BC30", x"BC86", x"BCDB", x"BD31", x"BD87", x"BDDD", x"BE33", x"BE89"
x"BC86", x"BCDB", x"BD31", x"BD87", x"BDDD", x"BE33", x"BE89", x"BEE0"
x"BCDB", x"BD31", x"BD87", x"BDDD", x"BE33", x"BE89", x"BEE0", x"BF36"
x"BD31", x"BD87", x"BDDD", x"BE33", x"BE89", x"BEE0", x"BF36", x"BF8D"
x"BD87", x"BDDD", x"BE33", x"BE89", x"BEE0", x"BF36", x"BF8D", x"BFE4"
x"BDDD", x"BE33", x"BE89", x"BEE0", x"BF36", x"BF8D", x"BFE4", x"C03B"
x"BE33", x"BE89", x"BEE0", x"BF36", x"BF8D", x"BFE4", x"C03B", x"C092"
x"BE89", x"BEE0", x"BF36", x"BF8D", x"BFE4", x"C03B", x"C092", x"C0EA"
x"BEE0", x"BF36", x"BF8D", x"BFE4", x"C03B", x"C092", x"C0EA", x"C141"
x"BF36", x"BF8D", x"BFE4", x"C03B", x"C092", x"C0EA", x"C141", x"C199"
x"BF8D", x"BFE4", x"C03B", x"C092", x"C0EA", x"C141", x"C199", x"C1F1"
x"BFE4", x"C03B", x"C092", x"C0EA", x"C141", x"C199", x"C1F1", x"C249"
x"C03B", x"C092", x"C0EA", x"C141", x"C199", x"C1F1", x"C249", x"C2A1"
x"C092", x"C0EA", x"C141", x"C199", x"C1F1", x"C249", x"C2A1", x"C2F9"
x"C0EA", x"C141", x"C199", x"C1F1", x"C249", x"C2A1", x"C2F9", x"C352"
x"C141", x"C199", x"C1F1", x"C249", x"C2A1", x"C2F9", x"C352", x"C3AA"
x"C199", x"C1F1", x"C249", x"C2A1", x"C2F9", x"C352", x"C3AA", x"C403"
x"C1F1", x"C249", x"C2A1", x"C2F9", x"C352", x"C3AA", x"C403", x"C45C"
x"C249", x"C2A1", x"C2F9", x"C352", x"C3AA", x"C403", x"C45C", x"C4B5"
x"C2A1", x"C2F9", x"C352", x"C3AA", x"C403", x"C45C", x"C4B5", x"C50E"
x"C2F9", x"C352", x"C3AA", x"C403", x"C45C", x"C4B5", x"C50E", x"C567"
x"C352", x"C3AA", x"C403", x"C45C", x"C4B5", x"C50E", x"C567", x"C5C1"
x"C3AA", x"C403", x"C45C", x"C4B5", x"C50E", x"C567", x"C5C1", x"C61A"
x"C403", x"C45C", x"C4B5", x"C50E", x"C567", x"C5C1", x"C61A", x"C674"
x"C45C", x"C4B5", x"C50E", x"C567", x"C5C1", x"C61A", x"C674", x"C6CE"
x"C4B5", x"C50E", x"C567", x"C5C1", x"C61A", x"C674", x"C6CE", x"C728"
x"C50E", x"C567", x"C5C1", x"C61A", x"C674", x"C6CE", x"C728", x"C782"
x"C567", x"C5C1", x"C61A", x"C674", x"C6CE", x"C728", x"C782", x"C7DC"
x"C5C1", x"C61A", x"C674", x"C6CE", x"C728", x"C782", x"C7DC", x"C837"
x"C61A", x"C674", x"C6CE", x"C728", x"C782", x"C7DC", x"C837", x"C891"
x"C674", x"C6CE", x"C728", x"C782", x"C7DC", x"C837", x"C891", x"C8EC"
x"C6CE", x"C728", x"C782", x"C7DC", x"C837", x"C891", x"C8EC", x"C947"
x"C728", x"C782", x"C7DC", x"C837", x"C891", x"C8EC", x"C947", x"C9A2"
x"C782", x"C7DC", x"C837", x"C891", x"C8EC", x"C947", x"C9A2", x"C9FD"
x"C7DC", x"C837", x"C891", x"C8EC", x"C947", x"C9A2", x"C9FD", x"CA58"
x"C837", x"C891", x"C8EC", x"C947", x"C9A2", x"C9FD", x"CA58", x"CAB3"
x"C891", x"C8EC", x"C947", x"C9A2", x"C9FD", x"CA58", x"CAB3", x"CB0F"
x"C8EC", x"C947", x"C9A2", x"C9FD", x"CA58", x"CAB3", x"CB0F", x"CB6A"
x"C947", x"C9A2", x"C9FD", x"CA58", x"CAB3", x"CB0F", x"CB6A", x"CBC6"
x"C9A2", x"C9FD", x"CA58", x"CAB3", x"CB0F", x"CB6A", x"CBC6", x"CC22"
x"C9FD", x"CA58", x"CAB3", x"CB0F", x"CB6A", x"CBC6", x"CC22", x"CC7E"
x"CA58", x"CAB3", x"CB0F", x"CB6A", x"CBC6", x"CC22", x"CC7E", x"CCDA"
x"CAB3", x"CB0F", x"CB6A", x"CBC6", x"CC22", x"CC7E", x"CCDA", x"CD36"
x"CB0F", x"CB6A", x"CBC6", x"CC22", x"CC7E", x"CCDA", x"CD36", x"CD93"
x"CB6A", x"CBC6", x"CC22", x"CC7E", x"CCDA", x"CD36", x"CD93", x"CDEF"
x"CBC6", x"CC22", x"CC7E", x"CCDA", x"CD36", x"CD93", x"CDEF", x"CE4C"
x"CC22", x"CC7E", x"CCDA", x"CD36", x"CD93", x"CDEF", x"CE4C", x"CEA8"
x"CC7E", x"CCDA", x"CD36", x"CD93", x"CDEF", x"CE4C", x"CEA8", x"CF05"
x"CCDA", x"CD36", x"CD93", x"CDEF", x"CE4C", x"CEA8", x"CF05", x"CF62"
x"CD36", x"CD93", x"CDEF", x"CE4C", x"CEA8", x"CF05", x"CF62", x"CFBF"
x"CD93", x"CDEF", x"CE4C", x"CEA8", x"CF05", x"CF62", x"CFBF", x"D01C"
x"CDEF", x"CE4C", x"CEA8", x"CF05", x"CF62", x"CFBF", x"D01C", x"D07A"
x"CE4C", x"CEA8", x"CF05", x"CF62", x"CFBF", x"D01C", x"D07A", x"D0D7"
x"CEA8", x"CF05", x"CF62", x"CFBF", x"D01C", x"D07A", x"D0D7", x"D134"
x"CF05", x"CF62", x"CFBF", x"D01C", x"D07A", x"D0D7", x"D134", x"D192"
x"CF62", x"CFBF", x"D01C", x"D07A", x"D0D7", x"D134", x"D192", x"D1F0"
x"CFBF", x"D01C", x"D07A", x"D0D7", x"D134", x"D192", x"D1F0", x"D24E"
x"D01C", x"D07A", x"D0D7", x"D134", x"D192", x"D1F0", x"D24E", x"D2AC"
x"D07A", x"D0D7", x"D134", x"D192", x"D1F0", x"D24E", x"D2AC", x"D30A"
x"D0D7", x"D134", x"D192", x"D1F0", x"D24E", x"D2AC", x"D30A", x"D368"
x"D134", x"D192", x"D1F0", x"D24E", x"D2AC", x"D30A", x"D368", x"D3C6"
x"D192", x"D1F0", x"D24E", x"D2AC", x"D30A", x"D368", x"D3C6", x"D425"
x"D1F0", x"D24E", x"D2AC", x"D30A", x"D368", x"D3C6", x"D425", x"D483"
x"D24E", x"D2AC", x"D30A", x"D368", x"D3C6", x"D425", x"D483", x"D4E2"
x"D2AC", x"D30A", x"D368", x"D3C6", x"D425", x"D483", x"D4E2", x"D540"
x"D30A", x"D368", x"D3C6", x"D425", x"D483", x"D4E2", x"D540", x"D59F"
x"D368", x"D3C6", x"D425", x"D483", x"D4E2", x"D540", x"D59F", x"D5FE"
x"D3C6", x"D425", x"D483", x"D4E2", x"D540", x"D59F", x"D5FE", x"D65D"
x"D425", x"D483", x"D4E2", x"D540", x"D59F", x"D5FE", x"D65D", x"D6BC"
x"D483", x"D4E2", x"D540", x"D59F", x"D5FE", x"D65D", x"D6BC", x"D71B"
x"D4E2", x"D540", x"D59F", x"D5FE", x"D65D", x"D6BC", x"D71B", x"D77B"
x"D540", x"D59F", x"D5FE", x"D65D", x"D6BC", x"D71B", x"D77B", x"D7DA"
x"D59F", x"D5FE", x"D65D", x"D6BC", x"D71B", x"D77B", x"D7DA", x"D83A"
x"D5FE", x"D65D", x"D6BC", x"D71B", x"D77B", x"D7DA", x"D83A", x"D899"
x"D65D", x"D6BC", x"D71B", x"D77B", x"D7DA", x"D83A", x"D899", x"D8F9"
x"D6BC", x"D71B", x"D77B", x"D7DA", x"D83A", x"D899", x"D8F9", x"D959"
x"D71B", x"D77B", x"D7DA", x"D83A", x"D899", x"D8F9", x"D959", x"D9B9"
x"D77B", x"D7DA", x"D83A", x"D899", x"D8F9", x"D959", x"D9B9", x"DA19"
x"D7DA", x"D83A", x"D899", x"D8F9", x"D959", x"D9B9", x"DA19", x"DA79"
x"D83A", x"D899", x"D8F9", x"D959", x"D9B9", x"DA19", x"DA79", x"DAD9"
x"D899", x"D8F9", x"D959", x"D9B9", x"DA19", x"DA79", x"DAD9", x"DB39"
x"D8F9", x"D959", x"D9B9", x"DA19", x"DA79", x"DAD9", x"DB39", x"DB99"
x"D959", x"D9B9", x"DA19", x"DA79", x"DAD9", x"DB39", x"DB99", x"DBFA"
x"D9B9", x"DA19", x"DA79", x"DAD9", x"DB39", x"DB99", x"DBFA", x"DC5A"
x"DA19", x"DA79", x"DAD9", x"DB39", x"DB99", x"DBFA", x"DC5A", x"DCBB"
x"DA79", x"DAD9", x"DB39", x"DB99", x"DBFA", x"DC5A", x"DCBB", x"DD1C"
x"DAD9", x"DB39", x"DB99", x"DBFA", x"DC5A", x"DCBB", x"DD1C", x"DD7C"
x"DB39", x"DB99", x"DBFA", x"DC5A", x"DCBB", x"DD1C", x"DD7C", x"DDDD"
x"DB99", x"DBFA", x"DC5A", x"DCBB", x"DD1C", x"DD7C", x"DDDD", x"DE3E"
x"DBFA", x"DC5A", x"DCBB", x"DD1C", x"DD7C", x"DDDD", x"DE3E", x"DE9F"
x"DC5A", x"DCBB", x"DD1C", x"DD7C", x"DDDD", x"DE3E", x"DE9F", x"DF00"
x"DCBB", x"DD1C", x"DD7C", x"DDDD", x"DE3E", x"DE9F", x"DF00", x"DF61"
x"DD1C", x"DD7C", x"DDDD", x"DE3E", x"DE9F", x"DF00", x"DF61", x"DFC3"
x"DD7C", x"DDDD", x"DE3E", x"DE9F", x"DF00", x"DF61", x"DFC3", x"E024"
x"DDDD", x"DE3E", x"DE9F", x"DF00", x"DF61", x"DFC3", x"E024", x"E085"
x"DE3E", x"DE9F", x"DF00", x"DF61", x"DFC3", x"E024", x"E085", x"E0E7"
x"DE9F", x"DF00", x"DF61", x"DFC3", x"E024", x"E085", x"E0E7", x"E148"
x"DF00", x"DF61", x"DFC3", x"E024", x"E085", x"E0E7", x"E148", x"E1AA"
x"DF61", x"DFC3", x"E024", x"E085", x"E0E7", x"E148", x"E1AA", x"E20C"
x"DFC3", x"E024", x"E085", x"E0E7", x"E148", x"E1AA", x"E20C", x"E26D"
x"E024", x"E085", x"E0E7", x"E148", x"E1AA", x"E20C", x"E26D", x"E2CF"
x"E085", x"E0E7", x"E148", x"E1AA", x"E20C", x"E26D", x"E2CF", x"E331"
x"E0E7", x"E148", x"E1AA", x"E20C", x"E26D", x"E2CF", x"E331", x"E393"
x"E148", x"E1AA", x"E20C", x"E26D", x"E2CF", x"E331", x"E393", x"E3F5"
x"E1AA", x"E20C", x"E26D", x"E2CF", x"E331", x"E393", x"E3F5", x"E457"
x"E20C", x"E26D", x"E2CF", x"E331", x"E393", x"E3F5", x"E457", x"E4BA"
x"E26D", x"E2CF", x"E331", x"E393", x"E3F5", x"E457", x"E4BA", x"E51C"
x"E2CF", x"E331", x"E393", x"E3F5", x"E457", x"E4BA", x"E51C", x"E57E"
x"E331", x"E393", x"E3F5", x"E457", x"E4BA", x"E51C", x"E57E", x"E5E0"
x"E393", x"E3F5", x"E457", x"E4BA", x"E51C", x"E57E", x"E5E0", x"E643"
x"E3F5", x"E457", x"E4BA", x"E51C", x"E57E", x"E5E0", x"E643", x"E6A5"
x"E457", x"E4BA", x"E51C", x"E57E", x"E5E0", x"E643", x"E6A5", x"E708"
x"E4BA", x"E51C", x"E57E", x"E5E0", x"E643", x"E6A5", x"E708", x"E76B"
x"E51C", x"E57E", x"E5E0", x"E643", x"E6A5", x"E708", x"E76B", x"E7CD"
x"E57E", x"E5E0", x"E643", x"E6A5", x"E708", x"E76B", x"E7CD", x"E830"
x"E5E0", x"E643", x"E6A5", x"E708", x"E76B", x"E7CD", x"E830", x"E893"
x"E643", x"E6A5", x"E708", x"E76B", x"E7CD", x"E830", x"E893", x"E8F6"
x"E6A5", x"E708", x"E76B", x"E7CD", x"E830", x"E893", x"E8F6", x"E959"
x"E708", x"E76B", x"E7CD", x"E830", x"E893", x"E8F6", x"E959", x"E9BC"
x"E76B", x"E7CD", x"E830", x"E893", x"E8F6", x"E959", x"E9BC", x"EA1F"
x"E7CD", x"E830", x"E893", x"E8F6", x"E959", x"E9BC", x"EA1F", x"EA82"
x"E830", x"E893", x"E8F6", x"E959", x"E9BC", x"EA1F", x"EA82", x"EAE5"
x"E893", x"E8F6", x"E959", x"E9BC", x"EA1F", x"EA82", x"EAE5", x"EB48"
x"E8F6", x"E959", x"E9BC", x"EA1F", x"EA82", x"EAE5", x"EB48", x"EBAB"
x"E959", x"E9BC", x"EA1F", x"EA82", x"EAE5", x"EB48", x"EBAB", x"EC0E"
x"E9BC", x"EA1F", x"EA82", x"EAE5", x"EB48", x"EBAB", x"EC0E", x"EC72"
x"EA1F", x"EA82", x"EAE5", x"EB48", x"EBAB", x"EC0E", x"EC72", x"ECD5"
x"EA82", x"EAE5", x"EB48", x"EBAB", x"EC0E", x"EC72", x"ECD5", x"ED39"
x"EAE5", x"EB48", x"EBAB", x"EC0E", x"EC72", x"ECD5", x"ED39", x"ED9C"
x"EB48", x"EBAB", x"EC0E", x"EC72", x"ECD5", x"ED39", x"ED9C", x"EE00"
x"EBAB", x"EC0E", x"EC72", x"ECD5", x"ED39", x"ED9C", x"EE00", x"EE63"
x"EC0E", x"EC72", x"ECD5", x"ED39", x"ED9C", x"EE00", x"EE63", x"EEC7"
x"EC72", x"ECD5", x"ED39", x"ED9C", x"EE00", x"EE63", x"EEC7", x"EF2A"
x"ECD5", x"ED39", x"ED9C", x"EE00", x"EE63", x"EEC7", x"EF2A", x"EF8E"
x"ED39", x"ED9C", x"EE00", x"EE63", x"EEC7", x"EF2A", x"EF8E", x"EFF2"
x"ED9C", x"EE00", x"EE63", x"EEC7", x"EF2A", x"EF8E", x"EFF2", x"F055"
x"EE00", x"EE63", x"EEC7", x"EF2A", x"EF8E", x"EFF2", x"F055", x"F0B9"
x"EE63", x"EEC7", x"EF2A", x"EF8E", x"EFF2", x"F055", x"F0B9", x"F11D"
